Mass,compounds,ElementalAssignment
786.6580323,lipid,CHON
786.6740151,unnamed,unassigned
786.6915109,unnamed,unassigned
786.7068371,unnamed,unassigned
786.7096387,lipid,CHON
786.714102,lipid,CHON
786.7435,unnamed,unassigned
786.7444529,unnamed,CHOS
786.7486544,condHC,CHOS
786.7496279,lipid,CHON
786.7507584,unnamed,unassigned
786.7669726,unnamed,CHOS
786.8179397,unnamed,unassigned
786.8219107,unnamed,unassigned
786.8228423,unnamed,unassigned
786.8286888,condHC,CHONS
786.8341538,unnamed,unassigned
786.8354607,condHC,CHOS
786.8394819,tannin,CHOS
786.9114901,unnamed,unassigned
786.9237599,unnamed,unassigned
787.0246328,unnamed,unassigned
787.1580055,tannin,CHO
787.1838675,unnamed,unassigned
787.1954079,amino_sugar,CHONSP
787.2087108,lignin,CHO
787.3386082,unnamed,unassigned
787.340282,protein,CHONSP
787.3564,unsatHC,CHOS
787.3749197,unsatHC,CHON
787.386396,unsatHC,CHOS
787.403432,unsatHC,CHOS
787.4697793,unsatHC,CHON
787.4706672,protein,CHOS
787.481656,lipid,CHONS
787.5860857,unsatHC,CHOS
787.6948151,unnamed,unassigned
787.7434277,unnamed,unassigned
787.7444404,unnamed,unassigned
787.7453834,unnamed,unassigned
787.74718,unnamed,unassigned
787.8197643,unnamed,unassigned
787.8213044,unnamed,unassigned
787.8330934,unnamed,unassigned
787.8344621,unnamed,unassigned
787.8630612,unnamed,CHONS
788.00385,unnamed,unassigned
788.3798009,lignin,CHONS
788.3931504,protein,CHONS
788.3950053,unnamed,unassigned
788.3974068,unnamed,unassigned
788.3983256,unsatHC,CHONS
788.3995545,unnamed,unassigned
788.4022269,lignin,CHON
788.4053526,unnamed,unassigned
788.4063362,lipid,CHONP
788.4097293,lipid,CHOSP
788.4124394,lignin,CHON
788.413859,unsatHC,CHONS
788.4155168,lipid,CHONS
788.4308704,lipid,CHOSP
788.4317257,lignin,CHONS
788.4618963,unsatHC,CHONS
788.4949026,lipid,CHON
788.5045067,unnamed,unassigned
788.5056383,unnamed,unassigned
788.5098059,lipid,CHONS
788.5106315,lignin,CHON
788.5581227,lipid,CHOSP
788.5598416,unnamed,unassigned
788.5629458,unnamed,unassigned
788.580662,unsatHC,CHONS
788.5885485,unnamed,unassigned
788.589964,lipid,CHONS
788.6273937,lipid,CHOSP
788.6330419,unnamed,unassigned
788.6361339,unnamed,unassigned
788.6438811,lipid,CHONS
788.6450069,lipid,CHOP
788.6481904,unnamed,unassigned
788.6496213,lipid,CHONS
788.6510495,unnamed,unassigned
788.6523357,lipid,CHON
788.6891172,lipid,CHON
788.7152529,unnamed,unassigned
788.7182452,lipid,CHOP
788.7200126,unnamed,unassigned
788.7236127,unnamed,unassigned
788.7245045,condHC,CHOS
788.7296903,unnamed,unassigned
788.7327844,unnamed,unassigned
788.7420428,unnamed,unassigned
788.7430839,unnamed,unassigned
788.7488001,unnamed,unassigned
788.7501476,lipid,CHON
788.7651132,lipid,CHON
788.7683596,unnamed,unassigned
788.7740768,unnamed,unassigned
788.7751554,unnamed,unassigned
788.7773287,unnamed,CHOS
788.81877,tannin,CHOS
788.8206059,unnamed,unassigned
788.8315804,unnamed,CHOS
788.8334515,unnamed,unassigned
788.9277227,tannin,CHOS
788.9750246,unnamed,unassigned
788.9764616,unnamed,unassigned
788.9785682,lignin,CHOS
788.9795371,unnamed,unassigned
788.9803754,unnamed,unassigned
788.9811921,condHC,CHON
789.0370204,unnamed,unassigned
789.0946539,condHC,CHO
789.1159822,lignin,CHO
789.1286336,unnamed,unassigned
789.149774,lignin,CHOS
789.150697,lignin,CHOP
789.1803539,carbohydrate,CHOS
789.181278,unnamed,unassigned
789.1874733,carbohydrate,CHONS
789.1930153,unnamed,unassigned
789.261308,lignin,CHO
789.3106851,lignin,CHOS
789.3442887,unsatHC,CHONSP
789.3563987,protein,CHONSP
789.3812322,unnamed,unassigned
789.3925835,protein,CHONSP
789.3962637,lignin,CHON
789.4666122,unnamed,unassigned
789.4717053,unsatHC,CHOS
789.4755175,unnamed,unassigned
789.4773373,lignin,CHOS
789.5402924,unsatHC,CHONS
789.6025374,unnamed,unassigned
789.603703,lipid,CHO
789.6469278,unnamed,unassigned
789.7415299,unnamed,unassigned
789.8179024,lipid,CHON
789.9089409,unnamed,unassigned
789.9099932,unnamed,unassigned
789.9763924,unnamed,unassigned
789.9782536,unnamed,unassigned
789.9794387,unnamed,CHONS
789.9823018,unnamed,unassigned
789.9838424,unnamed,unassigned
790.0384425,condHC,CHON
790.1600312,unnamed,unassigned
790.2545918,lignin,CHOP
790.3365181,unnamed,unassigned
790.391275,protein,CHOP
790.3948433,unnamed,unassigned
790.396659,unnamed,unassigned
790.4025277,lipid,CHONS
790.4033365,unnamed,unassigned
790.4042016,lignin,CHOSP
790.4097987,protein,CHOSP
790.4107768,lignin,CHONS
790.4132542,protein,CHOSP
790.4221291,unnamed,unassigned
790.4284008,lignin,CHON
790.4323399,unnamed,unassigned
790.4336276,unnamed,unassigned
790.4355302,unnamed,unassigned
790.4364737,unsatHC,CHONS
790.4390927,protein,CHON
790.5534362,unnamed,unassigned
790.5631921,lipid,CHONP
790.6017377,unnamed,unassigned
790.6038549,lipid,CHOP
790.6235706,lipid,CHONS
790.6308388,unnamed,unassigned
790.6320573,lipid,CHON
790.641771,unnamed,unassigned
790.6427182,lipid,CHOSP
790.6466929,lipid,CHON
790.6484254,unnamed,unassigned
790.6995646,unnamed,unassigned
790.7064211,unnamed,unassigned
790.7262288,unnamed,unassigned
790.7273991,unnamed,unassigned
790.7313632,unnamed,unassigned
790.734815,unnamed,unassigned
790.738311,unnamed,unassigned
790.7399863,condHC,CHOS
790.7460934,unnamed,unassigned
790.7479231,unnamed,unassigned
790.7501439,unnamed,unassigned
790.753859,unnamed,unassigned
790.7885211,unnamed,unassigned
790.7922647,unnamed,unassigned
790.7931888,unnamed,unassigned
790.8148779,unnamed,unassigned
790.8169431,unnamed,unassigned
790.8181497,unnamed,unassigned
790.819992,unnamed,unassigned
790.8223503,unnamed,unassigned
790.8494792,unnamed,unassigned
791.0136944,unnamed,unassigned
791.1060767,unnamed,unassigned
791.1874482,lignin,CHOP
791.3357878,protein,CHOSP
791.3614158,unnamed,unassigned
791.3625947,lignin,CHOS
791.3736336,lignin,CHONSP
791.3977711,lipid,CHONS
791.3987875,lignin,CHOS
791.4100404,unsatHC,CHO
791.435309,unsatHC,CHOS
791.463843,lignin,CHON
791.4646596,lignin,CHON
791.4684049,unsatHC,CHO
791.4712806,unsatHC,CHOS
791.4751768,lipid,CHOS
791.6466107,unnamed,unassigned
791.7059248,unnamed,unassigned
791.7150487,unnamed,unassigned
791.7265048,unnamed,unassigned
791.7306927,unnamed,unassigned
791.7320353,lipid,CHOS
791.7330616,unnamed,unassigned
791.7375945,unnamed,unassigned
791.8130097,unnamed,unassigned
791.8138853,unnamed,unassigned
791.8159121,unnamed,unassigned
791.8169701,unnamed,unassigned
791.9229816,condHC,CHON
791.9588561,unnamed,CHONS
791.98756,unnamed,unassigned
792.3552345,unnamed,unassigned
792.3930575,lipid,CHONS
792.3986687,unnamed,unassigned
792.3998915,unnamed,unassigned
792.4061407,unnamed,unassigned
792.4074576,lignin,CHON
792.4108438,lipid,CHONS
792.4193393,lignin,CHOSP
792.4235843,lignin,CHON
792.4251724,protein,CHOSP
792.4261202,unnamed,unassigned
792.429658,unsatHC,CHONS
792.4308053,unnamed,unassigned
792.4325855,lignin,CHON
792.4361536,lipid,CHONS
792.5154778,unnamed,unassigned
792.5182732,unsatHC,CHONS
792.5829571,lipid,CHOP
792.5992484,lipid,CHON
792.6211445,unnamed,unassigned
792.6351083,unnamed,unassigned
792.6685579,unnamed,unassigned
792.6697773,lipid,CHONS
792.6756213,unnamed,unassigned
792.6773854,lipid,CHON
792.6785996,unnamed,unassigned
792.6853529,unnamed,unassigned
792.7233702,unnamed,CHOS
792.8172198,unnamed,unassigned
792.8463003,unnamed,unassigned
793.031278,condHC,CHONS
793.0902073,unnamed,unassigned
793.1251686,lignin,CHO
793.1674662,lignin,CHOS
793.1684095,tannin,CHO
793.1748858,carbohydrate,CHOS
793.1762681,unnamed,unassigned
793.1784193,unnamed,unassigned
793.1890134,carbohydrate,CHO
793.2250728,carbohydrate,CHO
793.2260895,carbohydrate,CHONP
793.2272298,unnamed,unassigned
793.2306402,lignin,CHONSP
793.2326372,lignin,CHONS
793.2358624,lignin,CHONP
793.3402155,unnamed,unassigned
793.3416044,lignin,CHOS
793.3526029,lipid,CHOS
793.3733474,unnamed,unassigned
793.3771067,lipid,CHONS
793.3783173,lignin,CHOS
793.3887216,lignin,CHONS
793.4127713,protein,CHON
793.4142268,lignin,CHOS
793.4252714,unsatHC,CHONS
793.4600368,lipid,CHOS
793.4611094,lipid,CHOSP
793.4711474,lignin,CHOS
793.487822,unsatHC,CHOS
793.7109229,unnamed,unassigned
793.7230317,lipid,CHO
793.7421347,unnamed,unassigned
793.7520169,unnamed,unassigned
793.7571997,unnamed,unassigned
793.7922861,unnamed,unassigned
793.7935621,unnamed,unassigned
793.7966226,unnamed,unassigned
793.7984759,unnamed,unassigned
793.799288,unnamed,unassigned
793.8038775,unnamed,unassigned
793.8294858,unnamed,unassigned
794.116094,unnamed,unassigned
794.1670223,unnamed,unassigned
794.1809396,carbohydrate,CHONS
794.2275612,unnamed,unassigned
794.2399008,unnamed,unassigned
794.3359915,lipid,CHONS
794.3799291,lignin,CHOP
794.386596,unnamed,unassigned
794.3880578,lignin,CHONS
794.396066,lignin,CHONP
794.3969884,protein,CHON
794.4157789,unnamed,unassigned
794.4201362,lipid,CHOSP
794.4224611,unnamed,unassigned
794.4235938,unnamed,unassigned
794.4272605,lignin,CHON
794.4283182,unnamed,unassigned
794.4297995,unnamed,unassigned
794.433633,protein,CHON
794.4508332,unsatHC,CHOSP
794.4653937,unnamed,unassigned
794.5563396,unnamed,unassigned
794.5791583,lipid,CHON
794.5974476,lipid,CHONS
794.6426352,unnamed,unassigned
794.6439826,unnamed,unassigned
794.6450551,lipid,CHONS
794.6516243,lipid,CHON
794.6555348,unnamed,unassigned
794.6609176,unnamed,unassigned
794.6628377,lipid,CHON
794.6719716,unnamed,unassigned
794.6947808,unnamed,unassigned
794.6957569,unnamed,unassigned
794.7214162,lipid,CHONS
794.7227537,unnamed,unassigned
794.7353683,lipid,CHON
794.7364506,unnamed,unassigned
794.7401565,lipid,CHONP
794.7411032,unnamed,unassigned
794.7462487,unnamed,unassigned
794.7546933,unnamed,unassigned
794.822703,condHC,CHOS
794.8244434,unnamed,unassigned
794.8431711,unnamed,unassigned
794.8581415,unnamed,unassigned
794.8696673,unnamed,unassigned
794.8975328,unnamed,unassigned
794.9464182,unnamed,unassigned
794.9483569,condHC,CHOS
794.9492887,tannin,CHOS
794.9600063,condHC,CHO
795.0435234,unnamed,unassigned
795.0693467,condHC,CHO
795.1089086,lignin,CHOS
795.1409158,lignin,CHO
795.1417312,lignin,CHO
795.1640503,unnamed,unassigned
795.1650785,carbohydrate,CHONS
795.1717224,unnamed,unassigned
795.1925183,lignin,CHONS
795.2138827,lignin,CHO
795.216442,carbohydrate,CHONP
795.3211752,lignin,CHOS
795.3334083,lignin,CHONP
795.3373059,unnamed,unassigned
795.3567757,lignin,CHOS
795.3577321,lignin,CHOS
795.368338,unnamed,unassigned
795.3939143,lignin,CHOS
795.4041878,lipid,CHOSP
795.4298231,lignin,CHOS
795.4321561,lignin,CHO
795.4580541,lipid,CHOS
795.5161634,lipid,CHON
795.6274138,unnamed,unassigned
795.7218308,unnamed,unassigned
795.8246382,unnamed,unassigned
795.8573467,unnamed,unassigned
795.8586957,unnamed,unassigned
795.9474926,unnamed,unassigned
795.9592457,unnamed,unassigned
796.1483584,unnamed,unassigned
796.1634715,lipid,CHONS
796.2627237,unnamed,unassigned
796.3225277,unnamed,unassigned
796.3399954,lignin,CHON
796.352338,unnamed,unassigned
796.3837974,unnamed,unassigned
796.3890266,lignin,CHONS
796.4143891,lignin,CHOSP
796.4166203,unnamed,unassigned
796.4191083,unsatHC,CHONS
796.4206455,protein,CHOSP
796.4214517,lignin,CHONS
796.4230076,unnamed,unassigned
796.4240078,unnamed,unassigned
796.4249081,lipid,CHONS
796.4265655,unnamed,unassigned
796.4275038,lignin,CHON
796.4299038,unsatHC,CHOSP
796.4618478,unnamed,unassigned
796.4706417,lipid,CHONS
796.4936924,lipid,CHONS
796.5524537,unsatHC,CHON
796.6311422,lipid,CHON
796.6412913,unnamed,unassigned
796.6424362,lipid,CHON
796.7156532,lipid,CHONS
796.7170353,unnamed,unassigned
796.7178881,unnamed,unassigned
796.7190326,lipid,CHON
796.7238786,unnamed,unassigned
796.7444059,lipid,CHOP
796.7455074,unnamed,unassigned
796.7513667,unnamed,unassigned
796.7549606,lipid,CHON
796.7568886,unnamed,unassigned
796.7925899,unnamed,unassigned
796.8010576,unnamed,CHOS
796.8430265,unnamed,unassigned
796.8495943,unnamed,unassigned
796.8558442,condHC,CHOS
796.8585079,unnamed,unassigned
796.9441679,unnamed,unassigned
796.9464071,tannin,CHOS
796.9580742,condHC,CHOS
796.9593658,unnamed,unassigned
797.0177978,unnamed,unassigned
797.0253637,condHC,CHONS
797.0624649,tannin,CHONS
797.1206175,lignin,CHO
797.1409326,lignin,CHOP
797.156575,lignin,CHO
797.2308373,lignin,CHONP
797.2355597,tannin,CHO
797.2371696,protein,CHOS
797.2675571,lignin,CHOS
797.3354292,protein,CHONS
797.3373133,lignin,CHONSP
797.3472895,lignin,CHONS
797.3717777,protein,CHON
797.3727141,lignin,CHOS
797.3838023,lignin,CHONS
797.4203031,unnamed,unassigned
797.4552531,protein,CHOS
797.5140437,unnamed,unassigned
797.6393689,unnamed,unassigned
797.6421916,lipid,CHONS
797.6433093,unnamed,unassigned
797.7047287,unnamed,unassigned
797.7057146,unnamed,unassigned
797.7186492,unnamed,unassigned
797.8262931,unnamed,unassigned
797.8503791,unnamed,unassigned
797.8540533,unnamed,unassigned
797.9447228,unnamed,unassigned
798.1679996,unnamed,unassigned
798.2193475,unnamed,unassigned
798.3879796,unnamed,unassigned
798.3997783,unnamed,unassigned
798.4011274,lignin,CHONS
798.4097984,unnamed,unassigned
798.4167087,unnamed,unassigned
798.4178761,lignin,CHON
798.4201404,unsatHC,CHOP
798.4214168,unnamed,unassigned
798.4222171,lignin,CHON
798.4240342,unnamed,unassigned
798.4279218,protein,CHON
798.4668108,lipid,CHOSP
798.4935535,unsatHC,CHONSP
798.5164819,lipid,CHON
798.5993881,unnamed,unassigned
798.606919,unnamed,unassigned
798.6161898,lipid,CHON
798.6378554,unnamed,unassigned
798.64618,lipid,CHON
798.6812706,unnamed,unassigned
798.6848372,unnamed,unassigned
798.6860565,unnamed,unassigned
798.6872271,unnamed,unassigned
798.6893666,unnamed,unassigned
798.6913211,lipid,CHONS
798.6928038,unnamed,unassigned
798.6983704,lipid,CHON
798.7101327,unnamed,unassigned
798.7513651,unnamed,unassigned
798.7522812,unnamed,unassigned
798.7541979,unnamed,unassigned
798.762575,unnamed,unassigned
798.7636484,unnamed,unassigned
798.7687456,unnamed,unassigned
798.7700743,unnamed,unassigned
798.8531948,condHC,CHOS
798.858495,unnamed,unassigned
798.8638842,unnamed,unassigned
798.8959923,unnamed,unassigned
798.9432869,tannin,CHOS
798.9557642,unnamed,unassigned
799.0065635,unnamed,unassigned
799.0974269,unnamed,unassigned
799.1326845,tannin,CHON
799.2814065,lignin,CHO
799.3511572,protein,CHON
799.4242812,lignin,CHOS
799.5043673,lipid,CHOP
799.5634692,lipid,CHON
799.5853373,unsatHC,CHOS
799.6394899,lipid,CHONS
799.6408139,unnamed,unassigned
799.6569226,lipid,CHON
799.6588342,unnamed,unassigned
799.7145138,lipid,CHON
799.7259491,unnamed,unassigned
799.7621609,unnamed,unassigned
799.7634083,unnamed,unassigned
799.7656057,unnamed,unassigned
799.7669031,unnamed,unassigned
799.7680578,unnamed,unassigned
799.8529859,tannin,CHONS
799.8538685,unnamed,unassigned
799.8592472,unnamed,unassigned
800.2308605,unnamed,unassigned
800.2400871,amino_sugar,CHONS
800.3922984,protein,CHON
800.3935321,unsatHC,CHONS
800.3944055,lipid,CHOSP
800.3968407,protein,CHOSP
800.398438,lipid,CHONS
800.3996695,unnamed,unassigned
800.4013842,lignin,CHON
800.4026256,unnamed,unassigned
800.4060621,lipid,CHONP
800.4077412,unnamed,unassigned
800.4101182,unsatHC,CHONS
800.4131746,lignin,CHON
800.4142572,unsatHC,CHONS
800.4172473,unnamed,unassigned
800.4185849,protein,CHON
800.4208521,unnamed,unassigned
800.4239789,unsatHC,CHOSP
800.4570329,unnamed,unassigned
800.4810506,protein,CHONP
800.4901715,unsatHC,CHONP
800.5188311,lipid,CHOSP
800.5731834,lipid,CHONP
800.661491,lipid,CHON
800.6673722,lipid,CHON
800.6688345,unnamed,unassigned
800.6748063,lipid,CHONS
800.6819864,unnamed,unassigned
800.6876253,unnamed,unassigned
800.689134,lipid,CHON
800.6970481,unnamed,unassigned
800.7090414,unnamed,unassigned
800.7252834,lipid,CHON
800.7486821,unnamed,unassigned
800.7589506,unnamed,unassigned
800.7600364,unnamed,CHOS
800.7611135,lipid,CHON
800.7657909,unnamed,unassigned
800.8359941,unnamed,unassigned
800.8380249,unnamed,unassigned
800.8392827,unnamed,unassigned
800.8499957,unnamed,unassigned
800.8510697,condHC,CHOS
800.8560657,unnamed,unassigned
800.927628,unnamed,unassigned
800.9288362,unnamed,unassigned
800.9297033,unnamed,unassigned
800.9398521,unnamed,unassigned
801.1033118,tannin,CHOS
801.1502756,unnamed,unassigned
801.1518498,lignin,CHO
801.2034138,unnamed,unassigned
801.2625857,unnamed,unassigned
801.3982184,unsatHC,CHOS
801.399294,unnamed,unassigned
801.4008026,lignin,CHO
801.4019772,unsatHC,CHOS
801.5020956,lipid,CHOS
801.6015617,unsatHC,CHOS
801.6130496,unnamed,unassigned
801.6555652,lipid,CHO
801.6850678,unnamed,unassigned
801.6979073,lipid,CHO
801.7332124,unnamed,unassigned
801.7391553,unnamed,unassigned
801.7585032,unnamed,unassigned
801.7854511,lipid,CHO
801.8334564,unnamed,unassigned
801.8364999,unnamed,unassigned
801.8481602,unnamed,unassigned
801.84941,unnamed,unassigned
801.8517029,unnamed,unassigned
801.9280543,unnamed,unassigned
801.9294386,condHC,CHONS
801.9377637,unnamed,unassigned
802.1909075,unnamed,unassigned
802.1920814,unnamed,unassigned
802.2018694,unnamed,unassigned
802.2122681,unnamed,unassigned
802.2881725,unsatHC,CHONS
802.3354589,unsatHC,CHONS
802.3794516,unsatHC,CHOP
802.3887569,lignin,CHOSP
802.3905772,unnamed,unassigned
802.3922678,lignin,CHON
802.3951443,lignin,CHONS
802.3966194,lipid,CHONP
802.3976919,protein,CHON
802.3988283,unnamed,unassigned
802.400004,unnamed,unassigned
802.4012105,unnamed,unassigned
802.4099876,lipid,CHOSP
802.4110795,unnamed,unassigned
802.418633,lipid,CHONSP
802.4213202,unnamed,unassigned
802.4536261,lignin,CHON
802.4693612,unnamed,unassigned
802.4790205,unnamed,unassigned
802.4877644,unsatHC,CHONS
802.4896141,lignin,CHON
802.5259695,lignin,CHON
802.5341068,lipid,CHOSP
802.5530436,unsatHC,CHON
802.5711923,unsatHC,CHONS
802.6375835,unnamed,unassigned
802.6831509,lipid,CHON
802.6904913,lipid,CHONS
802.6938282,unnamed,unassigned
802.7058672,unnamed,unassigned
802.72297,lipid,CHONS
802.729052,lipid,CHON
802.7435744,unnamed,CHOS
802.7563329,unnamed,unassigned
802.7577992,unnamed,unassigned
802.7587389,unnamed,unassigned
802.7628378,unnamed,unassigned
802.7651583,lipid,CHON
802.8341427,tannin,CHOS
802.8460964,unnamed,unassigned
802.8494974,lipid,CHON
802.8861822,unnamed,unassigned
802.8889402,unnamed,unassigned
802.9231559,unnamed,unassigned
802.9251894,unnamed,unassigned
803.0485984,unnamed,unassigned
803.1307238,lignin,CHO
803.1449388,lignin,CHONS
803.1562123,tannin,CHOS
803.1870129,unnamed,unassigned
803.1885174,lignin,CHOS
803.1898266,unnamed,unassigned
803.2941111,lignin,CHOSP
803.2956719,unnamed,unassigned
803.2977166,lignin,CHOSP
803.299071,protein,CHOS
803.381583,unsatHC,CHOS
803.3939013,protein,CHOSP
803.3952048,lignin,CHO
803.3962587,unnamed,unassigned
803.3977355,unnamed,unassigned
803.3990664,lignin,CHOS
803.4005301,unnamed,unassigned
803.4017532,lignin,CHO
803.4028472,lipid,CHONSP
803.4037674,unnamed,unassigned
803.6886835,unnamed,unassigned
803.691968,lipid,CHO
803.7228139,unnamed,unassigned
803.7556749,unnamed,unassigned
803.7575747,unnamed,unassigned
803.7655003,unnamed,unassigned
803.8343708,unnamed,unassigned
803.9263081,condHC,CHONS
804.0411868,unnamed,unassigned
804.1145577,unnamed,unassigned
804.2119897,unnamed,unassigned
804.2130493,unsatHC,CHONS
804.2273895,unnamed,unassigned
804.3849684,unnamed,unassigned
804.3860987,unnamed,unassigned
804.3880879,unsatHC,CHONS
804.3898721,unnamed,unassigned
804.3924842,unnamed,unassigned
804.3940883,unnamed,unassigned
804.3950814,unsatHC,CHOP
804.3998455,lipid,CHONS
804.4020171,protein,CHON
804.4077234,lipid,CHOSP
804.465258,unnamed,unassigned
804.4748204,unsatHC,CHON
804.4843772,lignin,CHON
804.5090821,lipid,CHONS
804.5219897,unsatHC,CHONS
804.5312517,lipid,CHOP
804.5499684,lipid,CHOSP
804.6010728,lipid,CHONSP
804.6136144,unnamed,unassigned
804.6769293,lipid,CHON
804.6876131,lipid,CHON
804.6897396,unnamed,unassigned
804.692737,unnamed,unassigned
804.6949445,unnamed,unassigned
804.6961364,unnamed,unassigned
804.6973858,unnamed,unassigned
804.6984125,lipid,CHON
804.7059386,lipid,CHONS
804.7132202,lipid,CHOP
804.7327358,unnamed,unassigned
804.741966,unnamed,unassigned
804.7429187,unnamed,unassigned
804.7471205,unnamed,unassigned
804.7484417,unnamed,unassigned
804.7543814,unnamed,unassigned
804.7606905,lipid,CHON
804.7615382,unnamed,unassigned
804.7781891,unnamed,unassigned
804.7826782,unnamed,unassigned
804.7878446,unnamed,unassigned
804.7893029,unnamed,unassigned
804.79064,unnamed,unassigned
804.7952184,unnamed,unassigned
804.8310898,unnamed,unassigned
804.832581,unnamed,unassigned
804.83885,unnamed,unassigned
805.0319668,unnamed,unassigned
805.0650456,unnamed,unassigned
805.0881177,tannin,CHONS
805.1476134,lignin,CHO
805.2110375,carbohydrate,CHOS
805.2851342,unnamed,unassigned
805.3056128,lignin,CHOS
805.3783309,lignin,CHOS
805.3879232,lipid,CHOS
805.3892419,lignin,CHONSP
805.3913003,lignin,CHON
805.3924333,lipid,CHONP
805.3940228,unnamed,unassigned
805.3971538,lipid,CHONS
805.3985344,lignin,CHOS
805.4006902,unsatHC,CHON
805.4020685,unnamed,unassigned
805.5780814,unsatHC,CHO
805.7315854,unnamed,unassigned
805.7398691,lipid,CHON
805.7418118,unnamed,unassigned
805.7454207,unnamed,unassigned
805.7549874,unnamed,unassigned
805.8315968,unnamed,unassigned
805.8694299,unnamed,unassigned
806.3404136,unnamed,unassigned
806.343381,unnamed,unassigned
806.3854205,unnamed,unassigned
806.3872111,unnamed,unassigned
806.3890799,unsatHC,CHOP
806.3908841,lignin,CHON
806.3922048,unnamed,unassigned
806.3934527,unnamed,unassigned
806.3944986,lipid,CHONSP
806.3962377,unnamed,unassigned
806.397365,lipid,CHONS
806.3997726,protein,CHONS
806.4802633,unnamed,unassigned
806.5194766,unsatHC,CHONS
806.520491,unnamed,unassigned
806.5285554,lipid,CHONS
806.5347393,unnamed,unassigned
806.5965079,unnamed,unassigned
806.6541416,unnamed,unassigned
806.6558869,lipid,CHOP
806.6830413,unnamed,unassigned
806.7053757,unnamed,unassigned
806.7386069,unnamed,unassigned
806.7444711,unnamed,unassigned
806.753769,unnamed,unassigned
806.7605388,lipid,CHON
806.765943,unnamed,unassigned
806.7885488,unnamed,unassigned
806.7949191,unnamed,unassigned
806.8210562,unnamed,unassigned
806.9556117,unnamed,unassigned
806.9595552,condHC,CHO
807.0261324,unnamed,unassigned
807.0488413,unnamed,unassigned
807.0692372,condHC,CHO
807.1404879,tannin,CHONS
807.1762156,lignin,CHONS
807.1781869,lignin,CHONP
807.1832798,tannin,CHO
807.1843025,tannin,CHO
807.1948142,tannin,CHON
807.2222725,lipid,CHOS
807.2409511,carbohydrate,CHO
807.2522025,carbohydrate,CHON
807.3069798,lignin,CHOP
807.3101538,lignin,CHOS
807.3211498,lignin,CHOS
807.3288503,lipid,CHOSP
807.3567561,lignin,CHOS
807.3848372,unnamed,unassigned
807.3864656,lignin,CHONP
807.3884438,unnamed,unassigned
807.3897986,lignin,CHONS
807.3909804,lignin,CHONP
807.3938873,lignin,CHOS
807.3954765,lignin,CHO
807.3966592,lignin,CHO
807.3989713,unnamed,unassigned
807.4003108,unnamed,unassigned
807.4404866,lipid,CHOSP
807.6272036,unnamed,unassigned
807.6401368,unnamed,unassigned
807.696268,unnamed,unassigned
807.7018515,lipid,CHONS
807.7121526,unnamed,unassigned
807.7381944,lipid,CHONS
807.7406202,unnamed,unassigned
807.7469219,unnamed,unassigned
807.7477753,unnamed,unassigned
807.8140264,unnamed,unassigned
808.1823034,lipid,CHONS
808.1833691,unnamed,unassigned
808.1936491,unnamed,unassigned
808.352017,lipid,CHONS
808.371944,unnamed,unassigned
808.3817021,unnamed,unassigned
808.3826479,unsatHC,CHONS
808.3843291,protein,CHONSP
808.3861205,lignin,CHONP
808.3892556,unnamed,unassigned
808.3905493,unnamed,unassigned
808.3915383,lignin,CHON
808.3936703,lignin,CHONSP
808.3947175,unnamed,unassigned
808.3980335,unnamed,unassigned
808.3993765,lipid,CHOSP
808.4841462,lipid,CHONP
808.5171093,unnamed,unassigned
808.5427547,protein,CHON
808.5456269,unsatHC,CHON
808.5650761,unnamed,unassigned
808.5739676,unnamed,unassigned
808.6414643,unnamed,unassigned
808.6427872,lipid,CHONS
808.6534878,lipid,CHOSP
808.6548259,unnamed,unassigned
808.6588259,unnamed,unassigned
808.7053313,unnamed,unassigned
808.735708,unnamed,unassigned
808.7372638,lipid,CHONS
808.7383,unnamed,unassigned
808.7440204,lipid,CHOP
808.7771451,unnamed,unassigned
808.8394963,unnamed,unassigned
808.8404006,unnamed,unassigned
808.8726877,unnamed,unassigned
808.8745141,condHC,CHOS
808.9640833,tannin,CHOS
809.0232768,unnamed,unassigned
809.122033,unnamed,unassigned
809.1525626,unnamed,unassigned
809.1575691,lignin,CHO
809.16704,unnamed,unassigned
809.1754177,lignin,CHOS
809.1795661,unnamed,unassigned
809.1807066,carbohydrate,CHONS
809.181603,tannin,CHOS
809.183646,unnamed,unassigned
809.1847648,carbohydrate,CHOS
809.1859395,unnamed,unassigned
809.1878503,unnamed,unassigned
809.1917522,unnamed,unassigned
809.1937157,lignin,CHO
809.2155742,unnamed,unassigned
809.3358352,lignin,CHOS
809.3544829,lignin,CHO
809.3568044,protein,CHONS
809.3584045,unnamed,unassigned
809.3597862,lignin,CHO
809.3609328,lipid,CHOS
809.3625605,lipid,CHOS
809.3645173,protein,CHOS
809.371482,lignin,CHON
809.3823675,protein,CHOS
809.3841217,unnamed,unassigned
809.3863613,unnamed,unassigned
809.3877107,unnamed,unassigned
809.3889302,lignin,CHONSP
809.389922,unnamed,unassigned
809.3920356,lignin,CHONSP
809.3936014,unnamed,unassigned
809.3946701,lipid,CHONSP
809.3972423,lipid,CHOS
809.4085487,lignin,CHOS
809.420308,lignin,CHONS
809.4824537,unsatHC,CHOS
809.6426867,unnamed,unassigned
809.6635742,lipid,CHOS
809.6754744,unnamed,unassigned
809.6797304,unnamed,unassigned
809.7215543,unnamed,unassigned
